GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2015-11-07,1037451,-59686201,113407088,-69273085,19999512,-19575264
2015-11-06,1126689,-76213755,155189612,-53562020,2591304,-27044004
2015-11-05,1030190,-89148041,147231506,-13733754,-7690296,-29662620
2015-11-04,946011,-101558261,138631000,-4340524,-7327900,-25734760
2015-11-03,1049215,-101332361,134266676,1441866,-18000642,-18881064
2015-11-02,1046794,-94654077,122098298,434663,-1953448,-24568584
2015-11-01,1126609,-75797144,134524757,-17100403,-26382144,-18889104
2015-10-31,1119649,-70792881,119121211,-26673172,-5806344,-18042192
2015-10-30,1019292,-96656332,129766835,-8233496,-2140458,-22439088
2015-10-29,973567,-116603818,130464737,-2891384,12886800,-25631880
2015-10-28,811857,-90132507,128251410,-3641406,-6917592,-29377884
2015-10-27,711578,-110035302,111518522,39323830,-8960776,-25409172
2015-10-26,1055497,-106024391,131622149,10299467,-19220646,-23310972
2015-10-25,1073842,-73633245,134878849,-17193705,-17820432,-20428680
2015-10-24,1173816,-68155300,124332862,-31122852,-11710398,-17655601
2015-10-23,1074846,-75831375,127739731,6118610,-35804744,-23465100
2015-10-22,1042851,-74636991,132698016,-95202,-31431540,-24136572
2015-10-21,1118965,-85863030,131015565,6163407,-22357864,-23360280
2015-10-20,1096040,-100913739,128336620,10081372,-7086288,-26234688
2015-10-19,1084533,-104940183,148215992,14239503,-31509240,-24695196
2015-10-18,1151302,-72891861,114809751,-10187950,-7338408,-21307920
2015-10-17,1149389,-70304361,102616049,-13345762,9617256,-20652480
2015-10-16,1072040,-90728518,128269030,24599107,-42587736,-21779880
2015-10-15,1160505,-90866256,133241907,-6617911,-11680856,-24457560
2015-10-14,1147014,-98041854,108324395,5354801,8510898,-21884256
2015-10-13,1170652,-103322782,95756199,25804424,11523312,-25062408
2015-10-12,1110546,-94450333,49597174,41540703,12902016,-24081180
2015-10-11,1075463,-73666135,112234274,-39863210,15198909,-18681168
2015-10-10,1070930,-68799751,110229748,-51702664,22727568,-19946396
2015-10-09,1103824,-90262174,120069414,-28562534,19123768,-21407460
2015-10-08,1082440,-83186073,128199827,-32988113,148088,-23303120
2015-10-07,1058764,-73790758,136237494,-35643404,-14411624,-26436896
2015-10-06,1138606,-62399036,136848016,-57627907,2971728,-26287640
2015-10-05,1061271,-72646572,136354149,-30299396,-6914088,-15342264
2015-10-04,1076707,-66582691,136160923,-37017417,-21419808,-16486968
2015-10-03,1069419,-58425942,134426098,-50580509,-20577488,-15093184
2015-10-02,1080369,-70111811,128455344,-59889599,16192704,-17946525
2015-10-01,1137131,-61506917,132445445,-39183562,-2904792,-19226244
2015-09-30,1105595,-71295193,125870585,-11056176,-20716576,-20872368
2015-09-29,980141,-73540857,93786936,15563345,-23945104,-16999068
2015-09-28,965176,-71422829,142605851,-10964602,-43090168,-16729068
2015-09-27,997011,-51339941,131931948,-33564572,-43559952,-12389084
2015-09-26,1042600,-46477018,135717792,-34923675,-44735760,-11619084
2015-09-25,1071930,-58651817,140254854,-33126328,-36221212,-14659068
2015-09-24,949931,-59348944,141785906,-16703538,-48258270,-15267084
2015-09-23,1020102,-68280693,142707260,-47555336,-21436560,-15027828
2015-09-22,938492,-60636101,142977628,-62164340,2049896,-16469124
2015-09-21,1021732,-68132138,79726036,-9887344,5971752,-11678160
2015-09-20,1090249,-42719037,132353053,-61431414,-24674664,-7927764
2015-09-19,1039806,-39819387,147130441,-71788559,-23274192,-9809580
2015-09-18,1041456,-50373526,148869274,-63788961,-14607888,-12104640
2015-09-17,1027083,-54549767,145896534,-56527113,-18476754,-14952396
2015-09-16,1032452,-57478584,140480708,-49919288,-27041832,-17014116
2015-09-15,1006450,-54165236,154396000,-64584853,-20439768,-11505216
2015-09-14,930416,-52929497,150269452,-67396721,-18444204,-12110316
2015-09-13,1000302,-41519447,134880130,-72542400,-9178040,-11197044
2015-09-12,1010797,-40995766,122883063,-70422623,-6861760,-11475996
2015-09-11,1038435,-49103102,149605893,-61011298,-16502088,-11662224
2015-09-10,986675,-57429355,144467822,-66371661,4845282,-15083148
2015-09-09,958375,-55956125,129715692,-41745693,-10838154,-19268892
2015-09-08,927241,-59015216,139056759,-50058526,-4669168,-19221240
2015-09-07,893674,-55426749,106641326,-43880761,-5054168,-12854925
2015-09-06,914713,-38344143,33751364,31140260,-12052162,-13463400
2015-09-05,925527,-37451071,139919690,-67565099,-25821809,-19699784
2015-09-04,894830,-48980234,147780625,-60184100,-23979168,-15053460
2015-09-03,940648,-53408084,150864000,-49340336,-23087168,-17386968
2015-09-02,961492,-47654626,154864000,-63670444,-24619168,-19520136
2015-09-01,950893,-53356636,169656000,-53684660,-41020638,-14881080
2015-08-31,977738,-59283827,138491839,-48057699,-16552368,-17732568
2015-08-30,1027416,-39780693,117165409,-58138086,-12762968,-12376980
2015-08-29,1001287,-35465324,115411766,-57423673,-16567032,-15009124
2015-08-28,939757,-46025765,142499737,-62060720,-24184848,-11589060
2015-08-27,941244,-49231730,151502694,-58436880,-33444184,-15129060
2015-08-26,977097,-47301649,155718868,-56665232,-28879152,-15042780
2015-08-25,877893,-46577956,134491960,-46007878,-26318532,-15111024
2015-08-24,881921,-49529890,119239942,-22257968,-35589888,-13039608
2015-08-23,901177,-31824330,93418404,-18111889,-31346784,-14044812
2015-08-22,883141,-26963814,112026909,-44598201,-30891624,-11302296
2015-08-21,934971,-36180679,116268958,-45978203,-20939538,-14855328
2015-08-20,922770,-47272173,136839987,-54842168,-24519336,-14245608
2015-08-19,847489,-50839183,147633409,-37471308,-44705088,-17114076
2015-08-18,961784,-44237968,154344000,-59306967,-37907712,-15013872
2015-08-17,962417,-42247788,147607126,-63754956,-26185080,-14486892
2015-08-16,969584,-34060304,149390644,-63658039,-30327888,-11634672
2015-08-15,969322,-38878911,148977899,-68030159,-26980272,-11061492
2015-08-14,949481,-38168836,118553995,-61277041,-15225200,-13806648
2015-08-13,985519,-53424152,120933529,-57396391,4916856,-17010936
2015-08-12,921660,-45900856,151685293,-62636052,-33323016,-14394516
2015-08-11,927350,-51627256,154803000,-61238844,-31496144,-16146912
2015-08-10,992697,-55655532,177282942,-57452382,-57781128,-12343788
2015-08-09,1026149,-31412370,165638772,-69509699,-45410160,-12788136
2015-08-08,1007001,-27864641,158435055,-70900667,-38071728,-10599948
2015-08-07,902433,-39920969,158811811,-62555146,-40471992,-12029304
2015-08-06,999810,-36741657,94547773,-66479410,23555137,-16022988
2015-08-05,996230,-39001535,52158619,-31410073,19069124,-12275484
2015-08-04,928344,-36238173,91691289,-30619926,-23550686,-14080560
2015-08-03,948581,-36065759,149802769,-73780210,-19067976,-14223096
2015-08-02,933694,-27829063,141989134,-63627765,-32876856,-11180076
2015-08-01,1001581,-27061743,129633488,-53558651,-33348536,-10921116
2015-07-31,856658,-33230463,127479355,-57266860,-26616328,-12849840
2015-07-30,944525,-33396706,134578986,-50562731,-43765656,-12226308
2015-07-29,914368,-35468774,130821792,-50396251,-35832960,-13348584
2015-07-28,896161,-39736119,135913520,-56776458,-30236744,-15050688
2015-07-27,863444,-35412217,146918497,-58014076,-40521840,-12529092
2015-07-26,845318,-27040231,144524800,-57994728,-49666440,-11255124
2015-07-25,853735,-25150506,139264638,-60109672,-42482480,-10714584
2015-07-24,878817,-29943038,142961055,-54935789,-51548856,-9623760
2015-07-23,854794,-31441515,138406235,-62179975,-31949568,-13092384
2015-07-22,941176,-29349966,148896000,-64045387,-39005040,-16028328
2015-07-21,821001,-29775887,150504000,-64248406,-43406832,-12213108
2015-07-20,867489,-31220558,151526993,-55424424,-53111176,-11984352
2015-07-19,884731,-25641576,155814977,-62217439,-59083296,-12218964
2015-07-18,879031,-21859230,152412000,-57968742,-64408368,-11238552
2015-07-17,913594,-26664024,151432279,-58211863,-50218032,-11861424
2015-07-16,905437,-35841021,153143014,-45623305,-56965944,-11785116
2015-07-15,853916,-31234633,158662633,-32081023,-64988632,-13545960
2015-07-14,744053,-30490451,158644669,-49677485,-47575104,-12483240
2015-07-13,713401,-32722974,148748846,-57642843,-51164928,-10011136
2015-07-12,769247,-24831446,46350145,-8414272,-14983344,-12564348
2015-07-11,769441,-26712940,126040328,-42973201,-43918107,-11258604
2015-07-10,747919,-37529854,152984210,-54663603,-39805944,-13942956
2015-07-09,751784,-42089235,145970000,-50100170,-34970328,-16630812
2015-07-08,803944,-36757561,124329385,-49116176,-32651904,-13650960
2015-07-07,749421,-40283260,116342914,-32328667,-29858472,-14228820
2015-07-06,795971,-33560405,140684691,-54234708,-25600088,-18115104
2015-07-05,728255,-24822336,130983655,-53686566,-40800312,-11300892
2015-07-04,789303,-21819886,129988126,-55638486,-43925640,-13569168
2015-07-03,760367,-45821246,138966236,-44651288,-44318916,-11805612
2015-07-02,792189,-35808937,157683047,-51965221,-57190992,-14496372
2015-07-01,792907,-38836919,150924610,-70067266,-32485944,-17078604
2015-06-30,686632,-48480881,148370476,-52530717,-34131824,-15667464
2015-06-29,735435,-45182845,140785031,-53692800,-25432672,-16354368
2015-06-28,816360,-33349750,119201791,-36274981,-38509368,-12053604
2015-06-27,806190,-32852404,123934103,-41312405,-36659760,-11498064
2015-06-26,803753,-48770408,152978076,-54864294,-24233424,-15623376
2015-06-25,789646,-50489191,151818289,-50425757,-18532360,-17396976
2015-06-24,798164,-52121052,154960315,-33946559,-41862360,-14928768
2015-06-23,840118,-49310194,149036000,-47853876,-40432648,-18028068
2015-06-22,793146,-55792603,152670649,-50171776,-37107056,-15273264
2015-06-21,769347,-38547595,140352498,-58820085,-34900608,-12885132
2015-06-20,782239,-37852021,130694575,-56685168,-34907496,-12126372
2015-06-19,771371,-58470948,139161468,-48637844,-9380376,-13891476
2015-06-18,770404,-65624447,138579043,-37301201,-13663560,-18471401
2015-06-17,735409,-67737639,91049110,-12376939,-3660744,-17511648
2015-06-16,703346,-68274278,140489523,-29747854,-27341472,-18759576
2015-06-15,779617,-55970270,128299469,-19412976,-41995584,-16762200
2015-06-14,773127,-37821552,135095109,-51713943,-33955392,-13383108
2015-06-13,763975,-29385477,121029055,-50415142,-22033768,-13435320
2015-06-12,749818,-44076388,144674641,-46851543,-42160312,-16925136
2015-06-11,716847,-60603374,154263865,-47174195,-35864696,-19122756
2015-06-10,751665,-56117810,154440000,-53703264,-29324848,-16224396
2015-06-09,769589,-63986304,156629745,-41512938,-32971216,-16392060
2015-06-08,705925,-66468046,153589211,-28379396,-35997656,-18339276
2015-06-07,699096,-49282746,152422603,-41683295,-55702527,-13360752
2015-06-06,713536,-34457562,149291744,-50154603,-55600944,-13238088
2015-06-05,732955,-38412612,125210776,-100800000,47944422,-18122520
2015-06-04,740890,-56026789,34272698,7552172,33966700,-17069796
2015-06-03,781506,-61257841,125072484,-57780654,5195112,-18444588
2015-06-02,750704,-64652206,133497415,-37467219,-13045788,-18154416
2015-06-01,754919,-65087964,137915297,-35381395,-28698000,-15364056
2015-05-31,780352,-53956871,134407475,-42585134,-22089096,-16774788
2015-05-30,790591,-52565606,136146205,-46020894,-28203712,-14506080
2015-05-29,742757,-58222738,138443673,-37619857,-26246760,-18478428
2015-05-28,705305,-62835881,138269007,-18484927,-24799272,-17886000
2015-05-27,741205,-64978991,138105972,-39197154,-8916360,-19878312
2015-05-26,722861,-65996201,140110531,-43799765,-19570440,-19813212
2015-05-25,755417,-57653976,126070413,-41120601,-10416744,-16371936
2015-05-24,755343,-49142733,116293728,-22368449,-22448560,-15809460
2015-05-23,767530,-47866851,89538200,-26281798,-12872996,-14987916
2015-05-22,761100,-53814542,131664838,-46993807,-10124632,-18282840
2015-05-21,749730,-70193679,135982711,-35921415,-11168736,-18454524
2015-05-20,706667,-73657660,146121043,-28915544,-17063688,-23822724
2015-05-19,715293,-67922234,151186356,-35814641,-35804088,-21948312
2015-05-18,707632,-72513553,150195414,-36220867,-20476224,-19364340
2015-05-17,711162,-56332612,152971589,-50442758,-26862186,-16829196
2015-05-16,694583,-58040550,149489058,-39678985,-32699808,-16549100
2015-05-15,682067,-48293210,135543011,-47032532,-18908040,-15618000
2015-05-14,702268,-57726132,128816066,-36657054,-10310808,-18016188
2015-05-13,726629,-66660999,143780955,-28655320,-38122901,-16646184
2015-05-12,728740,-65523543,133801753,-23249286,-26373184,-15827724
2015-05-11,718431,-56852454,136614263,-35760204,-20589792,-20117004
2015-05-10,739371,-59865746,81840456,4568840,-12712488,-16765164
2015-05-09,742377,-57256607,125957174,-34017612,-22716472,-16732404
2015-05-08,742998,-68019771,135301547,-38313010,-13751376,-19808040
2015-05-07,737720,-66373910,135452745,-41627388,-12307656,-16509036
2015-05-06,715731,-62949316,142001906,-22980320,-34265310,-22249512
2015-05-05,721507,-65912744,151370206,-16424061,-50642472,-24683208
2015-05-04,695827,-65242916,149074552,-18666806,-40174584,-21914136
2015-05-03,728935,-56601813,125076918,-23303709,-30156480,-17095968
2015-05-02,725823,-59036693,114775540,-11310000,-27024938,-18076404
2015-05-01,736936,-64300519,139083404,-21385481,-33861904,-18037620
2015-04-30,754263,-73050001,139748109,8023094,-54523776,-20110812
2015-04-29,729762,-76601577,134876848,17418173,-60865936,-23465568
2015-04-28,733984,-85651179,132183354,36465828,-60124526,-22246608
2015-04-27,741909,-96897380,134655424,44876142,-57849720,-18613824
2015-04-26,745448,-68757679,142853204,16386662,-72734032,-15733752
2015-04-25,756919,-61573404,142130257,12374482,-75236906,-15835968
2015-04-24,737390,-69086652,139246139,10284604,-63359616,-16207272
2015-04-23,744780,-69321314,134755265,9911340,-60577920,-19211460
2015-04-22,730846,-63422878,130739311,13021026,-64855928,-20629980
2015-04-21,717837,-66288971,145270207,13168022,-72740776,-19862676
2015-04-20,724221,-67958905,142795975,573729,-57525104,-18564552
2015-04-19,737833,-64103293,142176923,5653251,-67566720,-17541576
2015-04-18,733550,-65155127,144576629,2226438,-67986528,-16384596
2015-04-17,696314,-80104533,139279328,24545192,-59814752,-17167944
2015-04-16,686876,-87242755,145614357,13166013,-57189338,-19350732
2015-04-15,711480,-83759340,132140312,20691984,-51022952,-20255460
2015-04-14,723884,-96305867,147920069,19856907,-48500233,-23130840
2015-04-13,693168,-94591914,149006439,47088163,-75964924,-19791796
2015-04-12,709372,-73521933,155472000,13293584,-86465848,-17558232
2015-04-11,677970,-56375423,146994337,1593807,-84083350,-17393424
2015-04-10,689894,-76658501,151168113,5146200,-56074084,-16637472
2015-04-09,692723,-92810256,147054307,7680846,-39983856,-20677032
2015-04-08,637399,-86422379,150102694,4270248,-36013224,-21154524
2015-04-07,653847,-94070053,147956489,17712601,-57638280,-20933784
2015-04-06,680270,-83054055,144104560,-6659552,-40203632,-22670784
2015-04-05,687212,-81856882,144205734,15374248,-55596432,-21892052
2015-04-04,700050,-81604593,141273814,9867804,-53015648,-22465980
2015-04-03,721260,-84411930,149392570,15174341,-54970800,-23850424
2015-04-02,717077,-93572610,165998865,26880633,-64576640,-28470600
2015-04-01,689256,-107800112,149894209,34197759,-55816742,-29388840
2015-03-31,695494,-119565372,156977345,48505331,-50507042,-29170224
2015-03-30,690176,-100937906,140237498,-17090807,-7951208,-23653080
2015-03-29,696257,-86115965,125841922,-11792438,996120,-22966860
2015-03-28,678202,-85082748,104524945,9008410,4113979,-20736985
2015-03-27,685134,-108267652,110988253,62583795,-36669448,-34297044
2015-03-26,665481,-122708945,126260211,48747282,-19000504,-32151960
2015-03-25,689310,-116682934,127484927,57697116,-33896232,-32119848
2015-03-24,583951,-124289401,125060938,49607448,-10740000,-28333752
2015-03-23,692613,-115832925,133129410,63857602,-47318688,-34171940
2015-03-22,712001,-113185401,123940873,65475247,-44679960,-33460368
2015-03-21,720790,-108772268,126953119,57580641,-43820736,-32822616
2015-03-20,724605,-103838388,130418736,43364515,-44779848,-28540512
2015-03-19,730633,-99714192,114817039,39806732,-20114760,-25143420
2015-03-18,732871,-103129656,87540453,48847582,-8218080,-25712172
2015-03-17,706494,-95394705,89666139,51201175,-23486816,-22954080
2015-03-16,666184,-103378739,100383803,51430208,-24071992,-27598788
2015-03-15,706479,-97714956,98628056,41217289,-27358229,-23652108
2015-03-14,636126,-96759456,108362643,43964715,-26055216,-26395516
2015-03-13,706150,-103424313,111279808,46705767,-28302736,-31969812
2015-03-12,718756,-112882186,115815833,57369869,-37462272,-26302120
2015-03-11,703532,-102262811,124793920,46187950,-34777560,-28508096
2015-03-10,680298,-95562806,129096000,49037858,-58858608,-26327520
2015-03-09,681008,-101341103,116764963,50748590,-37008882,-27859406
2015-03-08,673651,-88804447,120300767,36765293,-52836184,-18173660
2015-03-07,691667,-98119157,126892372,44552210,-54194808,-19323060
2015-03-06,643101,-108092291,120819453,65780323,-47490184,-29028276
2015-03-05,709671,-124184184,118025425,95473574,-42484236,-38800800
2015-03-04,741326,-131127068,121381054,97389019,-53562924,-39433020
2015-03-03,736282,-126525811,125467413,97765563,-59616262,-39071220
2015-03-02,634249,-123857452,122356229,101595602,-58682566,-37001400
2015-03-01,653404,-112704598,93824512,103325785,-54803400,-31831200
2015-02-28,709790,-106883693,112124175,94340021,-72591756,-32070186
2015-02-27,705359,-123460590,113981937,86127394,-39790774,-41535444
2015-02-26,699464,-122381368,116839560,85834230,-41194444,-41785368
2015-02-25,629569,-134439302,140417924,80020052,-57302992,-39245364
2015-02-24,694580,-130800598,145943333,97083633,-55595680,-44493644
2015-02-23,724647,-135103649,158078571,85506732,-65955289,-45403420
2015-02-22,719147,-114342424,142006384,82130019,-74998503,-35098246
2015-02-21,719560,-116973323,127793712,100255362,-74389889,-34248948
2015-02-20,700187,-131832251,130092603,103690266,-67521286,-41691888
2015-02-19,705914,-129121048,146106861,80551874,-67853924,-42746100
2015-02-18,674712,-127584162,144882560,90848725,-64182146,-46671612
2015-02-17,610970,-150977152,149498147,126853683,-60133045,-50306159
2015-02-16,668673,-149459898,146910050,117744535,-67369620,-46033968
2015-02-15,726283,-127551696,154385918,88115477,-75660148,-38937128
2015-02-14,734102,-121875197,153551596,74645292,-75292134,-37628880
2015-02-13,703949,-141888661,162666432,95703680,-68735494,-48466500
2015-02-12,609092,-145509052,148552174,127311608,-65309878,-53293220
2015-02-11,677990,-140324683,148286025,109005463,-63366824,-44542340
2015-02-10,700062,-118902886,146196890,88538544,-78454239,-40737776
2015-02-09,690909,-121416487,140210846,88463662,-66784124,-41633044
2015-02-08,681580,-119730086,64244799,145920517,-61323188,-46675116
2015-02-07,724412,-124717425,118267284,112991007,-63725456,-44637048
2015-02-06,709028,-177808418,146182063,154251099,-53898810,-56191836
2015-02-05,675928,-187897287,136509161,147761102,-24687150,-69623580
2015-02-04,718042,-190232383,138415705,168956411,-44101340,-68913660
2015-02-03,709386,-189144778,152573962,144531965,-43071154,-74910756
2015-02-02,695295,-167840148,161857875,128566265,-60645388,-66283020
2015-02-01,665928,-129876846,166176360,82582433,-64906128,-52270808
2015-01-31,690964,-126439213,159668640,86907813,-70293640,-48603324
2015-01-30,671932,-144476459,159284604,97588727,-57898732,-55159968
2015-01-29,577454,-143117909,156805334,98603749,-60548828,-50991460
2015-01-28,622655,-132918255,130549458,110181626,-57046788,-48992028
2015-01-27,671407,-144524993,149590904,102638957,-50331124,-55449136
2015-01-26,615965,-137977805,68347110,130488726,-20286596,-51514244
2015-01-25,661638,-135039622,74914858,102661993,-5781324,-45797640
2015-01-24,644517,-138787931,41541738,121325272,25185202,-43685912
2015-01-23,609385,-172673088,122495964,147622386,-54807296,-51147756
2015-01-22,678845,-182536677,166504378,115068402,-59755763,-60042448
2015-01-21,686029,-167958643,158831965,102690919,-47465796,-62893512
2015-01-20,679381,-157382236,143744366,132163448,-50989369,-56425284
2015-01-19,652958,-156556029,147158508,125479474,-57936342,-55688068
2015-01-18,659277,-121855485,124778374,95969218,-40807032,-46209056
2015-01-17,656320,-115293434,38521065,137094475,-15217408,-44338572
2015-01-16,681279,-123939613,41952890,140817064,-29441362,-41449856
2015-01-15,661524,-137384347,144055610,87198599,-54496544,-43227468
2015-01-14,599976,-139555849,146658289,97270485,-60645072,-47812680
2015-01-13,626677,-125183618,137715244,84179372,-36047074,-46398828
2015-01-12,557870,-125835225,65135432,145823645,-17019310,-45557368
2015-01-11,631605,-118312889,18235104,154516183,-8092679,-45491799
2015-01-10,595391,-109819700,20673437,114614752,-4219929,-33873456
2015-01-09,615453,-116708390,54501341,124645651,-34249571,-34534728
2015-01-08,582595,-122706452,145473470,59505484,-47057016,-37573264
2015-01-07,574237,-125823823,149530613,67663575,-35777070,-41899836
2015-01-06,550739,-134590147,156916266,44481935,-33387754,-42297688
2015-01-05,546665,-135007520,142043919,60334570,-27470298,-42526008
2015-01-04,574202,-115177806,145015819,49524017,-42135432,-38061648
2015-01-03,533642,-107180872,145801852,50198141,-37998328,-41564744
2015-01-02,644669,-108412086,145077294,28821584,-41245724,-33941520
2015-01-01,702221,-94360926,141129227,32960590,-46333998,-33906288
2014-12-31,676168,-99775111,142625572,15579889,-21820143,-38784864
2014-12-30,662923,-119335599,151070105,19775863,1564090,-51900788
2014-12-29,584186,-157608619,158090911,73065958,-12711926,-66089588
2014-12-28,545731,-150505766,141118841,91126643,-14530126,-66399216
2014-12-27,563348,-136108868,124396898,82256630,-17634089,-58071376
2014-12-26,609029,-140629537,144794884,65628558,-20820654,-45215400
2014-12-25,590314,-125873621,128299883,69223035,-23342635,-51045108
2014-12-24,603723,-92727238,111861924,27365100,-18843912,-33299602
2014-12-23,594029,-94534383,127122478,8410026,-14300697,-29301396
2014-12-22,606001,-98997746,131512337,25175497,-29423159,-26347464
2014-12-21,599420,-97378917,127306595,56463012,-44852904,-24182448
2014-12-20,594099,-103962426,137172169,23071817,-36928527,-24933168
2014-12-19,561283,-100108193,155871580,-19825869,-13924959,-24761208
2014-12-18,592260,-103546414,139603934,11461974,-7464958,-29726764
2014-12-17,622371,-136310845,148517240,35904137,-9149399,-36329916
2014-12-16,630539,-129570845,150796232,24689855,-4911321,-35659824
2014-12-15,649556,-129173258,153106226,8042089,3926023,-34221636
2014-12-14,683833,-110557732,132128744,12872163,-89533,-25831656
2014-12-13,653017,-110718627,127050115,2252102,4768784,-28153224
2014-12-12,671885,-124951678,146299604,15302659,-353113,-32231028
2014-12-11,573434,-132301875,147668842,18883654,8745199,-36032316
2014-12-10,652748,-127514273,120553639,26543274,14394693,-32014740
2014-12-09,579468,-142880478,137763978,6669459,29637268,-42052212
2014-12-08,543912,-133315324,146964539,-417069,26909194,-44641584
2014-12-07,538315,-109266759,138302406,-16146184,19314114,-39021544
2014-12-06,543908,-109657644,132636173,-18226924,23484488,-36037351
2014-12-05,533940,-133347544,125597928,-7269742,50393191,-37230910
2014-12-04,480714,-151017266,132239340,18125475,53471404,-50425500
2014-12-03,480500,-163163695,132623910,34913704,50842963,-57452112
2014-12-02,502329,-165133021,140426202,27531674,50900507,-57022680
2014-12-01,497408,-138795316,141813547,28459969,24484745,-57162600
2014-11-30,501795,-123336464,138163292,23595113,7271414,-47528604
2014-11-29,518142,-120801805,134599837,27381857,556454,-51028058
2014-11-28,516905,-125292919,158850000,9211315,-1662926,-49018112
2014-11-27,517099,-117389943,162757697,17895708,-26170234,-40815424
2014-11-26,544974,-121721958,157140000,20655289,-14740065,-37101416
2014-11-25,570452,-132351804,143119593,61263536,-18287389,-46636064
2014-11-24,564685,-101293898,144913849,-8934451,3309413,-34925472
2014-11-23,577372,-90835574,137946903,1070727,-14299407,-31269384
2014-11-22,581468,-91461981,118117653,12742205,-13138677,-29092404
2014-11-21,569566,-120959048,155892307,10267788,-6622681,-31667856
2014-11-20,582896,-125173871,144094549,13391926,7180061,-37641177
2014-11-19,564126,-121558171,144664060,12961562,-13204116,-30468552
2014-11-18,584141,-97347576,158814882,-14154722,-8376635,-29611452
2014-11-17,561127,-99438185,151254460,12213122,-26243677,-28531620
2014-11-16,536459,-77738020,129144000,18311676,-42159867,-22940288
2014-11-15,567250,-73776203,128548236,4389516,-41744667,-21229560
2014-11-14,569340,-79815498,160778684,-18354135,-43435503,-22499544
2014-11-13,568987,-105300414,153739742,1302225,-35812158,-26130324
2014-11-12,535984,-84735182,155051295,1924948,-41139387,-26167824
2014-11-11,521929,-88957099,149176054,6342322,-23891337,-26273928
2014-11-10,507652,-90529268,152161398,9669242,-40182781,-26379810
2014-11-09,488566,-71412417,144246324,-3493071,-45294836,-23280264
2014-11-08,546101,-70946833,131916302,-12820134,-45974635,-23110332
2014-11-07,518588,-83469565,149064106,12522918,-58187221,-27618768
2014-11-06,537647,-94997538,150759219,14940543,-46004398,-30831916
2014-11-05,524154,-89825189,147062128,10154785,-47567375,-28009080
2014-11-04,542771,-82011533,146835486,6698923,-40361161,-30929416
2014-11-03,526763,-68021232,149640000,-18824185,-36651313,-26313408
2014-11-02,558800,-52833054,154399657,-35324534,-35557982,-23914368
2014-11-01,580221,-54727351,160380000,-26921444,-35675335,-23781576
2014-10-31,510411,-77670452,153340464,4584092,-38853548,-28131516
2014-10-30,535260,-101438751,161802986,547018,-37390525,-30513852
2014-10-29,502988,-84888149,166200000,-163140,-56398506,-26423568
2014-10-28,452789,-66904140,157075000,-12283121,-49248680,-25139388
2014-10-27,551947,-67463493,135174343,16395586,-51113895,-26608412
2014-10-26,563020,-58365000,138452665,-17154378,-40252865,-25443780
2014-10-25,601812,-64234445,146345439,-18232063,-43542437,-25915734
2014-10-24,539370,-67807751,128364940,8848898,-36116878,-24676476
2014-10-23,535350,-82219252,125081194,16433405,-25471973,-29702922
2014-10-22,527092,-80628301,122850559,14328248,-33891350,-30692772
2014-10-21,508300,-73974900,122923164,20146376,-46224313,-30062148
2014-10-20,494903,-69520373,140718923,-1277521,-45707577,-25912485
2014-10-19,354297,-47089881,152002448,-33675871,-45841757,-22748796
2014-10-18,341250,-50323258,135251728,-17090860,-45377246,-23932836
2014-10-17,488731,-70989574,163021007,-13078462,-55077857,-25803984
2014-10-16,500562,-73444182,162039187,-121517,-50157834,-26121108
2014-10-15,499621,-69932864,145039438,-9624716,-53427386,-26493136
2014-10-14,491201,-77918246,160787480,-9588820,-53462935,-26367480
2014-10-13,498301,-75436409,160357565,-5381600,-55509087,-25936944
2014-10-12,503132,-46021174,159105000,-30379970,-62297519,-20769096
2014-10-11,475414,-48147782,141213693,-15837214,-61038401,-19470344
2014-10-10,533691,-61615204,153491999,-12569367,-57118957,-22906740
2014-10-09,482855,-59070056,130219178,-1097912,-39786070,-26467728
2014-10-08,424711,-67485029,136410307,467918,-39363054,-28597716
2014-10-07,450418,-66202815,131838161,379011,-42027602,-26854272
2014-10-06,421706,-70895761,156334342,-6346416,-61033082,-21643620
2014-10-05,418772,-48887523,163761733,-36080467,-58845918,-22455456
2014-10-04,411345,-40136878,160515915,-38988807,-59428265,-20944416
2014-10-03,374362,-53488358,161999561,-30986200,-52689201,-21692688
2014-10-02,372147,-67394588,142473228,-3622026,-48164636,-22663764
2014-10-01,336874,-65852684,142232953,-2175477,-46991771,-24284208
2014-09-30,407340,-69091263,139577327,-11818103,-33149428,-25107960
2014-09-29,379681,-63938947,143594431,-5600914,-54002397,-22703244
2014-09-28,398194,-47935699,109773433,1806456,-41659644,-18627984
2014-09-27,377101,-49435964,107879402,-5193306,-38157483,-18104592
2014-09-26,345860,-59523362,139120411,-6815540,-45967984,-17808576
2014-09-25,357329,-65918676,145732533,-15265888,-43313307,-22826940
2014-09-24,325146,-72552244,147395382,4408954,-47518448,-23855400
2014-09-23,350768,-74203893,130287362,-6824523,-28874049,-23442444
2014-09-22,359485,-59955758,137336977,-11274680,-50282192,-20902068
2014-09-21,366001,-35027638,135227841,-35453583,-32129956,-20658636
2014-09-20,375103,-32452474,72728893,19390140,-37827656,-19186404
2014-09-19,382235,-47869802,139016119,-30173933,-39255686,-19719336
